index,Village_Area_Name,Beat Number,No of Crimes in Each Beat,UNITS,ASI,CHC,CPC,Crime Severity Weights of Beat
66778,Nalabandavadi,19,13,"SP, RAMANAGARA",103,293,589,11.0
66782,Gandhinagara,11,20,"SP, RAMANAGARA",103,293,589,15.0
66788,CHAMUNDESHWARIBADAVANE KALASIPALYA,13,6,"SP, RAMANAGARA",103,293,589,10.0
66792,GANDHI NAGARA,10,11,"SP, RAMANAGARA",103,293,589,15.0
66797,VIDYA NAGARA,9,8,"SP, RAMANAGARA",103,293,589,10.0
66801,KOTTIPURA,26,19,"SP, RAMANAGARA",103,293,589,15.0
66807,MEHABUB NAGARA,24,10,"SP, RAMANAGARA",103,293,589,11.0
66810,SB DODDI,1,14,"SP, RAMANAGARA",103,293,589,15.0
66816,MEHABUB NAGARA,22,13,"SP, RAMANAGARA",103,293,589,15.0
66822,Kumadan Mohalla,20,18,"SP, RAMANAGARA",103,293,589,14.0
66826,M G ROAD,15,11,"SP, RAMANAGARA",103,293,589,10.0
66830,Tippu Nagara,29,19,"SP, RAMANAGARA",103,293,589,11.0
66835,Kottipura,32,11,"SP, RAMANAGARA",103,293,589,14.0
66840,Municipal Badavane,18,24,"SP, RAMANAGARA",103,293,589,15.0
66846,Anche kempaiahnadoddi,2,11,"SP, RAMANAGARA",103,293,589,14.0
66851,vijayanagara,5,21,"SP, RAMANAGARA",103,293,589,15.0
66856,PWD colony,3,10,"SP, RAMANAGARA",103,293,589,14.0
66860,Rehamaniya Nagara,30,11,"SP, RAMANAGARA",103,293,589,14.0
66864,Krishnappa doddi,6,10,"SP, RAMANAGARA",103,293,589,14.0
66868,Beedi Colony,35,5,"SP, RAMANAGARA",103,293,589,7.0
66870,Vinayakanagara two stage,4,13,"SP, RAMANAGARA",103,293,589,14.0
66874,Iruligara Colony,33,3,"SP, RAMANAGARA",103,293,589,8.0
66877,Chamundeswari Badavane,12,9,"SP, RAMANAGARA",103,293,589,11.0
66882,PSV Nagara,34,4,"SP, RAMANAGARA",103,293,589,7.0
66884,Kottipura,31,1,"SP, RAMANAGARA",103,293,589,2.0
66885,Vaderehalli Gate,1,3,"SP, RAMANAGARA",103,293,589,3.0
66886,Vivekananda Nagara,3,3,"SP, RAMANAGARA",103,293,589,3.0
66887,Bethel School,4,2,"SP, RAMANAGARA",103,293,589,3.0
66888,Vaderahalli Ghousia college,2,3,"SP, RAMANAGARA",103,293,589,3.0
66889,IJOOR PS LIMITS,9,10,"SP, RAMANAGARA",103,293,589,11.0
66892,Ramanagara Rural Limits,1,13,"SP, RAMANAGARA",103,293,589,12.0
66896,Kudur PS limits,Kudur PS Limits,9,"SP, RAMANAGARA",103,293,589,8.0
66899,Sathnur police station limits,SATHNUR POLICE LIMITS,7,"SP, RAMANAGARA",103,293,589,7.0
66901,BIDADI PS LIMITS,BIDADI PS LIMITS,9,"SP, RAMANAGARA",103,293,589,8.0
66904,Magadi PS Limits,Magadi PS Limits,4,"SP, RAMANAGARA",103,293,589,6.0
66906,Channapatna Rural PS Limits,Channapatna Rural PS Limits,7,"SP, RAMANAGARA",103,293,589,12.0
66910,Channapatna East PS Limits,Channapatna East PS Limits,5,"SP, RAMANAGARA",103,293,589,5.0
66911,Kanakapura Rural PS Limits,Kanakapura Rural ps Limits,5,"SP, RAMANAGARA",103,293,589,5.0
66912,Byadarahalli ps limits,Byadarahalli ps limits,2,"SP, RAMANAGARA",103,293,589,5.0
66913,Kaggalipura,Kaggalipura,3,"SP, RAMANAGARA",103,293,589,7.0
66915,Ijoore,Ijoore,9,"SP, RAMANAGARA",103,293,589,7.0
66917,Harohalli PS Limits,Harohalli PS,4,"SP, RAMANAGARA",103,293,589,7.0
66919,Kanakapura Town PS Limits,Kanakapura Town PS Limits,4,"SP, RAMANAGARA",103,293,589,7.0
66921,Channapatna Town PS Limits,Channapatna Town PS Limits,5,"SP, RAMANAGARA",103,293,589,7.0
66923,Ramanagara town PS Limits,Ramanagara town limits,8,"SP, RAMANAGARA",103,293,589,11.0
66927,Tavarekere Police Station Limits,Tavarekere PS Limits,2,"SP, RAMANAGARA",103,293,589,7.0
66929,M K Doddi PS Limits,M K Doddi PS,4,"SP, RAMANAGARA",103,293,589,8.0
66932,Bandrev,MISC BEAT,1,"SP, RAMANAGARA",103,293,589,5.0
66933,Mandya Dist Limits,Mandya Dist Limits,1,"SP, RAMANAGARA",103,293,589,1.0
66934,Danliba,01,35,"SP, RAMANAGARA",103,293,589,15.0
66940,Vedarlingegowdan Doddi,20,15,"SP, RAMANAGARA",103,293,589,14.0
66945,Yaluvahalli,09,31,"SP, RAMANAGARA",103,293,589,15.0
66951,Vaddaradoddi,04,23,"SP, RAMANAGARA",103,293,589,14.0
66956,D.K. Shivaganara,18,26,"SP, RAMANAGARA",103,293,589,15.0
66962,Harihara,03,22,"SP, RAMANAGARA",103,293,589,15.0
66968,Boranadoddi,02,25,"SP, RAMANAGARA",103,293,589,15.0
66974,Hosakabblu,05,12,"SP, RAMANAGARA",103,293,589,14.0
66979,Kapanigowdanadoddi,06,23,"SP, RAMANAGARA",103,293,589,15.0
66985,Kapanigowda,16,19,"SP, RAMANAGARA",103,293,589,15.0
66991,Bendagodlu,19,26,"SP, RAMANAGARA",103,293,589,15.0
66997,Gerahalli,12,22,"SP, RAMANAGARA",103,293,589,14.0
67002,Vadlegowdanadoddi,10,14,"SP, RAMANAGARA",103,293,589,11.0
67007,Hosakabbalu,08,18,"SP, RAMANAGARA",103,293,589,15.0
67013,Vaddaradoddi,07,17,"SP, RAMANAGARA",103,293,589,14.0
67018,Sathanur,14,9,"SP, RAMANAGARA",103,293,589,10.0
67021,D K Shivanagara,17,29,"SP, RAMANAGARA",103,293,589,15.0
67027,Virupasandra,13,17,"SP, RAMANAGARA",103,293,589,15.0
67033,yalavally,15,18,"SP, RAMANAGARA",103,293,589,11.0
67038,Kabbalu hosahalli,11,10,"SP, RAMANAGARA",103,293,589,10.0
67041,Devamachohalli,1,62,"SP, RAMANAGARA",103,293,589,30.0
67053,Honnaganahatti,2,33,"SP, RAMANAGARA",103,293,589,24.0
67061,Motaganahalli,10,30,"SP, RAMANAGARA",103,293,589,22.0
67070,Shanuboganahalli,12,29,"SP, RAMANAGARA",103,293,589,25.0
67080,Ketohalli,6,42,"SP, RAMANAGARA",103,293,589,25.0
67090,Chandrappa Circle,4,30,"SP, RAMANAGARA",103,293,589,25.0
67099,Cikkanahalli,5,35,"SP, RAMANAGARA",103,293,589,21.0
67107,Mahadeswaranagara,16,27,"SP, RAMANAGARA",103,293,589,16.0
67114,Ullalu,15,22,"SP, RAMANAGARA",103,293,589,14.0
67119,Kodigehalli,13,36,"SP, RAMANAGARA",103,293,589,25.0
67129,Peddanapalya,3,28,"SP, RAMANAGARA",103,293,589,20.0
67137,Adakamaranahalli,9,36,"SP, RAMANAGARA",103,293,589,26.0
67148,Halubovipalya,8,39,"SP, RAMANAGARA",103,293,589,29.0
67158,Dodderi,7,39,"SP, RAMANAGARA",103,293,589,29.0
67169,G hosahali,14,32,"SP, RAMANAGARA",103,293,589,21.0
67177,Hosapalya,11,32,"SP, RAMANAGARA",103,293,589,25.0
67187,Honnaganahtti,Honnaganahatti,2,"SP, RAMANAGARA",103,293,589,3.0
67188,Kalluru,29,31,"SP, RAMANAGARA",103,293,589,25.0
67198,Chikkelluru,17,31,"SP, RAMANAGARA",103,293,589,25.0
67207,Manganahalli,32,32,"SP, RAMANAGARA",103,293,589,15.0
67213,Tippagondanahalli,28,21,"SP, RAMANAGARA",103,293,589,15.0
67220,Sigehalli,31,27,"SP, RAMANAGARA",103,293,589,11.0
67225,Kalaiahanapalya,20,35,"SP, RAMANAGARA",103,293,589,20.0
67233,Dodderi,18,28,"SP, RAMANAGARA",103,293,589,24.0
67242,Manganahalli,33,29,"SP, RAMANAGARA",103,293,589,15.0
67248,Tagachaguppe,23,18,"SP, RAMANAGARA",103,293,589,15.0
67253,Hosapalya,26,24,"SP, RAMANAGARA",103,293,589,21.0
67262,Tagachaguppe,22,21,"SP, RAMANAGARA",103,293,589,19.0
67270,Kenchahunasepalya,30,3,"SP, RAMANAGARA",103,293,589,10.0
67273,Girijapura,25,24,"SP, RAMANAGARA",103,293,589,22.0
67283,Rampura,19,10,"SP, RAMANAGARA",103,293,589,15.0
67289,Sevanagara,24,24,"SP, RAMANAGARA",103,293,589,25.0
67298,Hosapalya,27,11,"SP, RAMANAGARA",103,293,589,20.0
67305,Halubavipalya,21,19,"SP, RAMANAGARA",103,293,589,22.0
67314,Hosahalli,15,19,"SP, SHIVAMOGA",158,454,915,14.0
67319,AGUMBETHALLURU,1,22,"SP, SHIVAMOGA",158,454,915,15.0
67325,HOSAGADDE,2,17,"SP, SHIVAMOGA",158,454,915,15.0
67330,Megaravalli,7,22,"SP, SHIVAMOGA",158,454,915,14.0
67335,Muttuvalli,10,17,"SP, SHIVAMOGA",158,454,915,14.0
67340,Horabyle,11,12,"SP, SHIVAMOGA",158,454,915,10.0
67344,NALURU,5,11,"SP, SHIVAMOGA",158,454,915,10.0
67347,Kunda,4,12,"SP, SHIVAMOGA",158,454,915,14.0
67351,MALALURU,9,15,"SP, SHIVAMOGA",158,454,915,14.0
67356,CHANGAR,8,12,"SP, SHIVAMOGA",158,454,915,10.0
67359,HOSURU,6,16,"SP, SHIVAMOGA",158,454,915,10.0
67362,HURULI,3,12,"SP, SHIVAMOGA",158,454,915,14.0
67367,Kodlu,13,13,"SP, SHIVAMOGA",158,454,915,15.0
67372,Bilumane,12,7,"SP, SHIVAMOGA",158,454,915,10.0
67375,ANANDAPURA,1,22,"SP, SHIVAMOGA",158,454,915,14.0
67380,ULLURU,4,8,"SP, SHIVAMOGA",158,454,915,8.0
67382,IGINABYLU,3,8,"SP, SHIVAMOGA",158,454,915,10.0
67385,TYAGARTHI,8,16,"SP, SHIVAMOGA",158,454,915,14.0
67390,YEDEHALLI,2,10,"SP, SHIVAMOGA",158,454,915,10.0
67393,TALAGERI,10,6,"SP, SHIVAMOGA",158,454,915,10.0
67396,MIDINAGARA,9,7,"SP, SHIVAMOGA",158,454,915,10.0
67399,JAMBANI,7,3,"SP, SHIVAMOGA",158,454,915,8.0
67401,CHANNIGANATHOTA,5,6,"SP, SHIVAMOGA",158,454,915,10.0
67404,ABASE,6,7,"SP, SHIVAMOGA",158,454,915,12.0
67407,NARASEEPURA,12,1,"SP, SHIVAMOGA",158,454,915,3.0
67408,TEPPAGODU,11,4,"SP, SHIVAMOGA",158,454,915,8.0
67410,KODIKOPPA VILLAGE,7,23,"SP, SHIVAMOGA",158,454,915,15.0
67416,THALLURU VILLAGE,2,26,"SP, SHIVAMOGA",158,454,915,15.0
67422,ANAVATTI TOWN,1,35,"SP, SHIVAMOGA",158,454,915,15.0
67428,SHYANUVALLI VILLAGE,6,24,"SP, SHIVAMOGA",158,454,915,15.0
67434,ENNEKOPPA VILLAGE,8,26,"SP, SHIVAMOGA",158,454,915,15.0
67440,THUMARIKOPPA,5,20,"SP, SHIVAMOGA",158,454,915,15.0
67446,GINIVALA,9,27,"SP, SHIVAMOGA",158,454,915,15.0
67452,KORAKODU VILLAGE,3,23,"SP, SHIVAMOGA",158,454,915,14.0
67457,SAMANAVALLI,4,19,"SP, SHIVAMOGA",158,454,915,15.0
67463,kadadakatte,1,35,"SP, SHIVAMOGA",158,454,915,15.0
67469,NEW COLONY,3,23,"SP, SHIVAMOGA",158,454,915,15.0
67475,S.j.road. jayashri kalyana mantapa,6,29,"SP, SHIVAMOGA",158,454,915,15.0
67481,SIDHAPURA TANDA,7,26,"SP, SHIVAMOGA",158,454,915,15.0
67487,Anjaneya agrahara,4,24,"SP, SHIVAMOGA",158,454,915,15.0
67493,VIDYAMANDIRA,5,33,"SP, SHIVAMOGA",158,454,915,15.0
67499,Kawalagundi,2,31,"SP, SHIVAMOGA",158,454,915,15.0
67505,Bootanagudi,4,38,"SP, SHIVAMOGA",158,454,915,15.0
67511,Ambedkar nagara.,01,27,"SP, SHIVAMOGA",158,454,915,15.0
67517,Rangappa Circal,5,31,"SP, SHIVAMOGA",158,454,915,15.0
67523,OTHERS,1,24,"SP, SHIVAMOGA",158,454,915,15.0
67529,R.M.C Yard,8,25,"SP, SHIVAMOGA",158,454,915,15.0
67535,K.S.R.T.C. Dipo,7,25,"SP, SHIVAMOGA",158,454,915,15.0
67541,Kanchi Bagilu,6,33,"SP, SHIVAMOGA",158,454,915,15.0
67547,M.M. Compund,3,22,"SP, SHIVAMOGA",158,454,915,15.0
67553,Dasappa Galli,2,23,"SP, SHIVAMOGA",158,454,915,15.0
67559,New Sigebagi,9,26,"SP, SHIVAMOGA",158,454,915,15.0
67565,SIRIYUR,6,43,"SP, SHIVAMOGA",158,454,915,15.0
67571,MAJJIGENAHALLI,2,40,"SP, SHIVAMOGA",158,454,915,15.0
67577,MALLIGENAHALLI,7,32,"SP, SHIVAMOGA",158,454,915,15.0
67583,BABALLI,1,36,"SP, SHIVAMOGA",158,454,915,15.0
67589,SANKLIPURA,5,29,"SP, SHIVAMOGA",158,454,915,15.0
67595,NAVULEBASAPURA,4,33,"SP, SHIVAMOGA",158,454,915,15.0
67601,ANTHARAGANGE,3,31,"SP, SHIVAMOGA",158,454,915,15.0
67607,Vinayaka talkies,2,2,"SP, SHIVAMOGA",158,454,915,3.0
67608,Huthacolony,4,2,"SP, SHIVAMOGA",158,454,915,3.0
67609,maruthinagara,3,2,"SP, SHIVAMOGA",158,454,915,3.0
67610,I T I. B H ROAD,1,2,"SP, SHIVAMOGA",158,454,915,3.0
67611,B.H ROAD SHIMOGA,02,47,"SP, SHIVAMOGA",158,454,915,15.0
67617,N.T ROAD,03,53,"SP, SHIVAMOGA",158,454,915,15.0
67623,ANNANAGARA,04,35,"SP, SHIVAMOGA",158,454,915,15.0
67629,GARDEN AREA,05,46,"SP, SHIVAMOGA",158,454,915,15.0
67635,GANDHI BAZAR,01,42,"SP, SHIVAMOGA",158,454,915,15.0
67641,SHARAVATHINAGARA,06,42,"SP, SHIVAMOGA",158,454,915,15.0
67647,KOTE P.S,KOTE PS,3,"SP, SHIVAMOGA",158,454,915,6.0
67649,JAIL CIRCLE,JAYANAGARA PS,1,"SP, SHIVAMOGA",158,454,915,3.0
67650,BANGLAORE,OTHER PS LIMITS,1,"SP, SHIVAMOGA",158,454,915,3.0
67651,MUMBAI,OTHER STATE,1,"SP, SHIVAMOGA",158,454,915,3.0
67652,KR PETE TOWN PS,OTHER PS,1,"SP, SHIVAMOGA",158,454,915,5.0
67653,VINOBA NAGARA,VINOBA NAGARA PS,2,"SP, SHIVAMOGA",158,454,915,8.0
67655,GOPALA GOWDA EXTENSION,THUNGA NAGARA PS,2,"SP, SHIVAMOGA",158,454,915,5.0
67657,SHIMOGA BHADRAVATHI ROAD,BHADRAVATHI,1,"SP, SHIVAMOGA",158,454,915,3.0
67658,Yedehalli,1,39,"SP, SHIVAMOGA",158,454,915,15.0
67664,KAIMARA,7,29,"SP, SHIVAMOGA",158,454,915,15.0
67670,SYDARAKALLHALLI,4,28,"SP, SHIVAMOGA",158,454,915,15.0
67676,HANACHINSIDDPURA,8,32,"SP, SHIVAMOGA",158,454,915,15.0
67682,HULIMATTA CAMP,5,31,"SP, SHIVAMOGA",158,454,915,15.0
67688,Bhadrapura,3,30,"SP, SHIVAMOGA",158,454,915,15.0
67694,MALLIGENAHALLI,6,30,"SP, SHIVAMOGA",158,454,915,15.0
67700,s.k maggi,2,29,"SP, SHIVAMOGA",158,454,915,15.0
67706,VIJAYANAGARA,3,37,"SP, SHIVAMOGA",158,454,915,15.0
67712,BHOVICOLONY LEFT SIDE,1,40,"SP, SHIVAMOGA",158,454,915,15.0
67718,BASAVANAGUDI,4,22,"SP, SHIVAMOGA",158,454,915,14.0
67723,HOSAMANE RIGHT SIDE,2,31,"SP, SHIVAMOGA",158,454,915,15.0
67729,MOSARAHALLY,6,21,"SP, SHIVAMOGA",158,454,915,15.0
67735,MAVINAKERE,5,16,"SP, SHIVAMOGA",158,454,915,11.0
67740,TASHKENTNAGARA,7,17,"SP, SHIVAMOGA",158,454,915,14.0
67745,Other Ps,Other PS,1,"SP, SHIVAMOGA",158,454,915,5.0
67746,Battemallappa,05,21,"SP, SHIVAMOGA",158,454,915,15.0
67752,L.Guddekoppa,02,4,"SP, SHIVAMOGA",158,454,915,5.0
67755,Kumbathi,06,4,"SP, SHIVAMOGA",158,454,915,5.0
67758,Hebbailu,22,24,"SP, SHIVAMOGA",158,454,915,15.0
67764,Sonale,09,22,"SP, SHIVAMOGA",158,454,915,15.0
67770,Billodi,20,24,"SP, SHIVAMOGA",158,454,915,15.0
67776,Jayanagara,15,23,"SP, SHIVAMOGA",158,454,915,15.0
67782,Vijapura,39,9,"SP, SHIVAMOGA",158,454,915,14.0
67787,S.N Road,34,13,"SP, SHIVAMOGA",158,454,915,10.0
67791,Hebbailu,18,2,"SP, SHIVAMOGA",158,454,915,6.0
67793,PURAPPEMANE,03,5,"SP, SHIVAMOGA",158,454,915,14.0
67797,Nagara Road,26,31,"SP, SHIVAMOGA",158,454,915,15.0
67803,MARUTHIPURA,12,23,"SP, SHIVAMOGA",158,454,915,15.0
67809,Kallodi abbigallu,04,9,"SP, SHIVAMOGA",158,454,915,10.0
67813,OTHER P.S LIMITS,OTHER PS LIMITS,1,"SP, SHIVAMOGA",158,454,915,5.0
67814,JAYANAGARA,30,7,"SP, SHIVAMOGA",158,454,915,10.0
67818,MASAGALLI,21,8,"SP, SHIVAMOGA",158,454,915,10.0
67822,CHRISTION COLONY,24,11,"SP, SHIVAMOGA",158,454,915,10.0
67826,MASAGALLI,25,13,"SP, SHIVAMOGA",158,454,915,10.0
67829,Holegodu,28,6,"SP, SHIVAMOGA",158,454,915,10.0
67832,MAJWANA,11,6,"SP, SHIVAMOGA",158,454,915,14.0
67837,VASUVE,27,5,"SP, SHIVAMOGA",158,454,915,12.0
67841,BATTEMALLAPPA,10,10,"SP, SHIVAMOGA",158,454,915,15.0
67847,GANGANAKOPPA,23,6,"SP, SHIVAMOGA",158,454,915,11.0
67851,BATTEMALLAPPA,35,3,"SP, SHIVAMOGA",158,454,915,9.0
67853,PUNAJE,29,11,"SP, SHIVAMOGA",158,454,915,14.0
67857,Edachitte,36,7,"SP, SHIVAMOGA",158,454,915,10.0
67860,BRAMESHWARA,16,8,"SP, SHIVAMOGA",158,454,915,10.0
67864,HARIDRAVATHI,07,5,"SP, SHIVAMOGA",158,454,915,10.0
67868,Huvinakone,13,6,"SP, SHIVAMOGA",158,454,915,10.0
67872,SUTTHA,31,5,"SP, SHIVAMOGA",158,454,915,11.0
67877,Mavinakoppa,19,1,"SP, SHIVAMOGA",158,454,915,2.0
67878,Banashankari Lay Out Bangalore city,08,1,"SP, SHIVAMOGA",158,454,915,1.0
67879,Basvapura,38,3,"SP, SHIVAMOGA",158,454,915,3.0
67881,Dumma,14,1,"SP, SHIVAMOGA",158,454,915,1.0
67882,M Guddekoppa,01,2,"SP, SHIVAMOGA",158,454,915,3.0
67883,HOLEMATTI,37,3,"SP, SHIVAMOGA",158,454,915,7.0
67885,BASAVAPURA,17,3,"SP, SHIVAMOGA",158,454,915,9.0
67887,TENKABAILU,33,2,"SP, SHIVAMOGA",158,454,915,7.0
67889,RAJENDRA NAGARA,4,55,"SP, SHIVAMOGA",158,454,915,40.0
67905,JAYANAGARA,1,56,"SP, SHIVAMOGA",158,454,915,30.0
67917,Thilakanagara,2,54,"SP, SHIVAMOGA",158,454,915,30.0
67929,GANDHI NAGARA A BLOCK,3,42,"SP, SHIVAMOGA",158,454,915,30.0
67941,IHP COMP,3,13,"SP, SHIVAMOGA",158,454,915,10.0
67945,WORKMAN BLOCK,2,10,"SP, SHIVAMOGA",158,454,915,10.0
67949,WORKMAN BLOCK,1,2,"SP, SHIVAMOGA",158,454,915,5.0
67951,REDDY BLOCK,4,5,"SP, SHIVAMOGA",158,454,915,14.0
67955,S E MOUNT,6,9,"SP, SHIVAMOGA",158,454,915,11.0
67959,S E MOUNT,5,1,"SP, SHIVAMOGA",158,454,915,3.0
67960,OTHER PLACE,others,1,"SP, SHIVAMOGA",158,454,915,5.0
67961,JOGA ROAD RIGHT SIDE KARGAL,9,9,"SP, SHIVAMOGA",158,454,915,10.0
67964,CHANNAGONDA,24,12,"SP, SHIVAMOGA",158,454,915,10.0
67967,LINGANMAKKI,15,11,"SP, SHIVAMOGA",158,454,915,10.0
67971,CHADURAVALLI,22,24,"SP, SHIVAMOGA",158,454,915,15.0
67976,SIGANDURU,21,11,"SP, SHIVAMOGA",158,454,915,14.0
67980,BANUKULI,19,11,"SP, SHIVAMOGA",158,454,915,15.0
67985,MASIDI ROAD CIRCLE,11,6,"SP, SHIVAMOGA",158,454,915,11.0
67989,BASAVANAMATHA,12,6,"SP, SHIVAMOGA",158,454,915,10.0
67992,KUDARURU,23,19,"SP, SHIVAMOGA",158,454,915,14.0
67996,HERODI,20,10,"SP, SHIVAMOGA",158,454,915,10.0
68000,KPC COLONY,1,8,"SP, SHIVAMOGA",158,454,915,10.0
68004,CHAVALI CAMP,6,12,"SP, SHIVAMOGA",158,454,915,10.0
68008,vadanbyle,13,10,"SP, SHIVAMOGA",158,454,915,11.0
68012,Paydifild,3,6,"SP, SHIVAMOGA",158,454,915,14.0
68016,MASIDI CIRCLE,2,5,"SP, SHIVAMOGA",158,454,915,11.0
68020,ADUGALALE,25,9,"SP, SHIVAMOGA",158,454,915,10.0
68023,KOGARU,18,6,"SP, SHIVAMOGA",158,454,915,12.0
68026,MARIKAMBHA ROAD RIGHT SIDE,17,10,"SP, SHIVAMOGA",158,454,915,15.0
68032,HIREHENNI,14,7,"SP, SHIVAMOGA",158,454,915,7.0
68034,IDUVANI,16,6,"SP, SHIVAMOGA",158,454,915,10.0
68038,AMBEDKAR KALONI,10,4,"SP, SHIVAMOGA",158,454,915,7.0
68040,CHOUDESHWARI TEMPLE ERIA,4,5,"SP, SHIVAMOGA",158,454,915,8.0
68042,WATER TANK ERIA,8,2,"SP, SHIVAMOGA",158,454,915,7.0
68044,MARIKAMBHA ROAD RIGHT SIDE,7,3,"SP, SHIVAMOGA",158,454,915,8.0
68046,WORKMAN BLOCK,26,1,"SP, SHIVAMOGA",158,454,915,2.0
68047,TM Shed Joga,27,2,"SP, SHIVAMOGA",158,454,915,5.0
68049,RAJIV GANDHI BADAVANE,1,39,"SP, SHIVAMOGA",158,454,915,15.0
68055,GANDHI BAZAAR,2,35,"SP, SHIVAMOGA",158,454,915,15.0
68061,B.H.Road,5,38,"SP, SHIVAMOGA",158,454,915,15.0
68067,GANDHI BAZAAR,3,35,"SP, SHIVAMOGA",158,454,915,15.0
68073,SHIMOGA TOWN,SHIMOGA TOWN,2,"SP, SHIVAMOGA",158,454,915,5.0
68075,B H ROAD,4,34,"SP, SHIVAMOGA",158,454,915,15.0
68081,DODDAPETE PS,OTHER PS,1,"SP, SHIVAMOGA",158,454,915,5.0
68082,VEERANANABENVALLI,8,31,"SP, SHIVAMOGA",158,454,915,14.0
68087,MUDUVALA,1,32,"SP, SHIVAMOGA",158,454,915,15.0
68093,HOSURU,7,38,"SP, SHIVAMOGA",158,454,915,15.0
68099,KUMSI,2,44,"SP, SHIVAMOGA",158,454,915,15.0
68105,DODDADANANDI,5,27,"SP, SHIVAMOGA",158,454,915,15.0
68111,KONEHOSURU,4,30,"SP, SHIVAMOGA",158,454,915,15.0
68117,CHIKKADANANDI,3,20,"SP, SHIVAMOGA",158,454,915,14.0
68122,KACHIKOPPA,6,24,"SP, SHIVAMOGA",158,454,915,15.0
68128,Other,Other,2,"SP, SHIVAMOGA",158,454,915,5.0
68129,NERALE,05,26,"SP, SHIVAMOGA",158,454,915,11.0
68134,HAOBAILU,02,21,"SP, SHIVAMOGA",158,454,915,14.0
68139,NIDAGALALE,07,6,"SP, SHIVAMOGA",158,454,915,10.0
68142,TUDUR,10,10,"SP, SHIVAMOGA",158,454,915,11.0
68146,MAHISHI,11,9,"SP, SHIVAMOGA",158,454,915,10.0
68149,KAVERI,09,8,"SP, SHIVAMOGA",158,454,915,10.0
68152,BENDEKOPPA,06,17,"SP, SHIVAMOGA",158,454,915,14.0
68156,KIGADI,04,19,"SP, SHIVAMOGA",158,454,915,14.0
68161,KANNADI MANE,03,20,"SP, SHIVAMOGA",158,454,915,15.0
68167,ADINASARA,16,8,"SP, SHIVAMOGA",158,454,915,11.0
68171,KALLUKOPPA,13,5,"SP, SHIVAMOGA",158,454,915,10.0
68174,Nidagalale,26,9,"SP, SHIVAMOGA",158,454,915,14.0
68179,Malur,31,20,"SP, SHIVAMOGA",158,454,915,15.0
68185,Beguvalli,18,8,"SP, SHIVAMOGA",158,454,915,10.0
68188,HEGALATTI,17,15,"SP, SHIVAMOGA",158,454,915,10.0
68192,Mandagadde,25,17,"SP, SHIVAMOGA",158,454,915,14.0
68197,Kanagalkoppa,23,8,"SP, SHIVAMOGA",158,454,915,10.0
68200,Hirethota,32,4,"SP, SHIVAMOGA",158,454,915,8.0
68202,Halumahishi,33,10,"SP, SHIVAMOGA",158,454,915,10.0
68206,Holekoppa,36,5,"SP, SHIVAMOGA",158,454,915,10.0
68209,Singanabidare,21,10,"SP, SHIVAMOGA",158,454,915,10.0
68212,Kugide,19,9,"SP, SHIVAMOGA",158,454,915,8.0
68214,GUTTEYADAHALLI,14,7,"SP, SHIVAMOGA",158,454,915,9.0
68218,Kudumallige,30,13,"SP, SHIVAMOGA",158,454,915,11.0
68223,HANAGERE,12,10,"SP, SHIVAMOGA",158,454,915,10.0
68227,Biluve,29,8,"SP, SHIVAMOGA",158,454,915,10.0
68230,Heddur,35,13,"SP, SHIVAMOGA",158,454,915,11.0
68234,Hosalli,34,7,"SP, SHIVAMOGA",158,454,915,11.0
68238,Shedgaru,37,10,"SP, SHIVAMOGA",158,454,915,10.0
68241,Mallapura,08,6,"SP, SHIVAMOGA",158,454,915,10.0
68245,Virupapura,28,7,"SP, SHIVAMOGA",158,454,915,10.0
68248,HALAGA,15,3,"SP, SHIVAMOGA",158,454,915,5.0
68250,Kukke,27,9,"SP, SHIVAMOGA",158,454,915,14.0
68254,Hegalathi,20,2,"SP, SHIVAMOGA",158,454,915,8.0
68256,Mrugavde,38,4,"SP, SHIVAMOGA",158,454,915,9.0
68258,Kolagi,39,3,"SP, SHIVAMOGA",158,454,915,7.0
68260,Halaga,22,2,"SP, SHIVAMOGA",158,454,915,8.0
68262,Hasandur,40,2,"SP, SHIVAMOGA",158,454,915,7.0
68264,Sinduvadi,24,2,"SP, SHIVAMOGA",158,454,915,5.0
68266,MANJUGALALE,16,8,"SP, SHIVAMOGA",158,454,915,14.0
68270,Yaduru,20,19,"SP, SHIVAMOGA",158,454,915,14.0
68274,SAMPEKATTE,14,16,"SP, SHIVAMOGA",158,454,915,10.0
68278,NAGARA,1,23,"SP, SHIVAMOGA",158,454,915,15.0
68284,K. b cercle,15,15,"SP, SHIVAMOGA",158,454,915,14.0
68288,KHAIRAGUNDA,22,20,"SP, SHIVAMOGA",158,454,915,15.0
68294,CHAKRA NAGARA,06,18,"SP, SHIVAMOGA",158,454,915,14.0
68299,ANDAGADODURU,21,15,"SP, SHIVAMOGA",158,454,915,14.0
68304,KABALE,5,6,"SP, SHIVAMOGA",158,454,915,6.0
68307,HEBBURULI,11,6,"SP, SHIVAMOGA",158,454,915,10.0
68310,KOLAVADI,24,5,"SP, SHIVAMOGA",158,454,915,10.0
68313,HEBBIGE,17,4,"SP, SHIVAMOGA",158,454,915,7.0
68315,NITTURU,18,12,"SP, SHIVAMOGA",158,454,915,10.0
68319,MATTIKAI,13,13,"SP, SHIVAMOGA",158,454,915,10.0
68323,KARIMANE,4,11,"SP, SHIVAMOGA",158,454,915,11.0
